FlightDate,arrTime,DepDelay,TaxiMid,ArrDelay,ElapseTimeMid,AirTime,Distance
2022/1/6,1242,-6,7,-15,-9,151,1222
2022/1/6,1243,85,10,75,-10,43,224
2022/1/6,1244,-8,4,-20,-12,160,1032
2022/1/6,1244,-7,18,-17,-10,140,912
2022/1/6,1246,-3,-4,-7,-4,133,771
2022/1/6,1247,19,17,27,8,188,1209
2022/1/6,1248,4,7,-2,-6,156,1243
2022/1/6,1248,69,10,53,-16,96,775
2022/1/6,1248,1,7,-12,-13,142,853
2022/1/6,1249,12,10,14,2,159,1041
2022/1/6,1250,6,-17,19,13,61,351
2022/1/6,1251,-21,11,-49,-28,69,372
2022/1/6,1251,-1,6,-22,-21,132,844
2022/1/6,1251,5,9,1,-4,149,1182
2022/1/6,1251,-8,5,-31,-23,136,929
2022/1/6,1253,-3,23,-10,-7,178,1236
2022/1/6,1253,11,8,-2,-13,45,273
2022/1/6,1254,14,6,-3,-17,119,731
2022/1/6,1255,-10,-43,14,24,77,431
2022/1/6,1255,42,12,33,-9,73,469
2022/1/6,1255,-10,3,-18,-8,147,1205
2022/1/6,1255,-13,10,-29,-16,235,1587
2022/1/6,1256,6,35,-1,-7,150,1041
2022/1/6,1256,64,18,54,-10,50,309
2022/1/6,1257,12,4,10,-2,133,1090
2022/1/6,1257,2,5,-3,-5,189,1162
2022/1/6,1258,-5,-1,-11,-6,164,1346
2022/1/6,1258,-7,10,-10,-3,45,191
2022/1/6,1258,1,10,-8,-9,200,1400
2022/1/6,1258,12,16,8,-4,114,879
2022/1/6,1259,-5,8,-21,-16,268,2007
2022/1/6,1259,6,10,-21,-27,187,1660
2022/1/6,1300,-2,6,-15,-13,220,1874
2022/1/6,1300,-2,3,-4,-2,147,1181
2022/1/6,1302,-5,7,-14,-9,80,551
2022/1/6,1302,-2,-28,42,44,62,364
2022/1/6,1302,0,7,-3,-3,110,868
2022/1/6,1303,-2,14,-22,-20,135,925
2022/1/6,1304,-2,6,-14,-12,129,854
2022/1/6,1304,5,5,-9,-14,87,641
2022/1/6,1305,6,-23,15,9,72,461
2022/1/6,1305,-8,10,-14,-6,246,1597
2022/1/6,1305,-5,16,-10,-5,41,238
2022/1/6,1305,-3,2,-31,-28,115,852
2022/1/6,1307,-12,-44,23,35,68,396
2022/1/6,1307,0,6,-11,-11,149,1188
2022/1/6,1308,-7,4,-22,-15,45,224
2022/1/6,1308,1,6,-21,-22,148,985
2022/1/6,1308,-9,5,-25,-16,180,1464
2022/1/6,1309,-2,11,-14,-12,34,191
2022/1/6,1310,11,5,7,-4,158,986
2022/1/6,1310,-4,9,-24,-20,143,966
2022/1/6,1310,9,8,-5,-14,47,239
2022/1/6,1312,-2,3,-11,-9,127,787
2022/1/6,1313,-10,22,5,15,165,1303
2022/1/6,1313,-3,23,-11,-8,144,977
2022/1/6,1314,6,-16,4,-2,140,957
2022/1/6,1315,-8,11,-16,-8,72,528
2022/1/6,1315,-9,5,-29,-20,88,550
2022/1/6,1315,-2,5,-12,-10,82,592
2022/1/6,1316,15,8,11,-4,134,874
2022/1/6,1317,-5,14,-16,-11,197,1208
2022/1/6,1317,-1,5,-13,-12,55,302
2022/1/6,1317,34,19,32,-2,216,1389
2022/1/6,1318,14,16,7,-7,210,1400
2022/1/6,1319,0,12,0,0,136,1009
2022/1/6,1320,-1,11,-11,-10,157,1195
2022/1/6,1320,4,2,7,3,207,1635
2022/1/6,1320,-7,-8,-17,-10,32,158
2022/1/6,1320,7,20,15,8,45,239
2022/1/6,1321,13,6,11,-2,72,528
2022/1/6,1321,-7,8,-24,-17,78,569
2022/1/6,1321,-4,3,-9,-5,74,551
2022/1/6,1322,-9,12,-23,-14,92,722
2022/1/6,1322,-9,6,-18,-9,192,1192
2022/1/6,1322,102,10,76,-26,234,1521
2022/1/6,1323,-1,5,-15,-14,187,1482
2022/1/6,1323,53,-23,64,11,59,328
2022/1/6,1323,-4,4,-16,-12,37,175
2022/1/6,1323,44,28,68,24,146,1164
2022/1/6,1324,-4,14,-12,-8,27,140
2022/1/6,1325,-6,6,-14,-8,58,305
2022/1/6,1325,-1,7,2,3,192,1190
2022/1/6,1325,0,5,-19,-19,160,1021
2022/1/6,1325,28,5,21,-7,150,1235
2022/1/6,1326,-5,-4,-19,-14,102,622
2022/1/6,1326,-11,26,-13,-2,231,1430
2022/1/6,1327,-8,4,-13,-5,73,429
2022/1/6,1327,5,10,19,14,210,1609
2022/1/6,1327,-8,7,0,8,210,1608
2022/1/6,1327,-8,6,-30,-22,199,1303
2022/1/6,1327,-7,1,-37,-30,158,1119
2022/1/6,1328,4,-18,28,24,154,1200
2022/1/6,1330,-3,8,10,-6,136,861
2022/1/6,1330,16,-12,-9,9,148,994
2022/1/6,1330,-6,23,25,16,139,1009
2022/1/6,1331,-10,11,-24,-14,107,843
2022/1/6,1331,0,5,-4,-4,43,247
2022/1/6,1331,-5,10,-15,-10,37,190
2022/1/6,1331,-4,2,-2,2,53,224
2022/1/6,1331,-5,3,-5,0,181,1379
2022/1/6,1332,154,16,153,-1,144,977
2022/1/6,1332,0,10,-12,-12,126,989
2022/1/6,1333,-1,9,-7,-6,71,469
2022/1/6,1334,-3,-2,-23,-20,98,721
2022/1/6,1334,-6,3,-13,-7,230,1389
2022/1/6,1335,13,9,0,-13,137,925
2022/1/6,1336,-1,22,0,1,53,316
2022/1/6,1336,-5,2,-24,-19,113,731
2022/1/6,1337,37,20,34,-3,74,431
2022/1/6,1338,15,3,-10,-25,102,737
2022/1/6,1338,-13,-5,-17,-4,59,354
2022/1/6,1338,-9,-2,-22,-13,85,500
2022/1/6,1338,1,4,-27,-28,190,1660
2022/1/6,1339,19,12,4,-15,165,1379
2022/1/6,1339,31,10,20,-11,30,140
2022/1/6,1340,3,10,5,2,204,1642
2022/1/6,1340,-6,-1,-20,-14,151,1017
2022/1/6,1340,3,10,-12,-15,136,1055
2022/1/6,1341,4,12,22,18,197,1172
2022/1/6,1341,-4,20,-11,-7,151,986
2022/1/6,1342,-6,15,-16,-10,50,282
2022/1/6,1342,-12,-1,-17,-5,119,925
2022/1/6,1342,64,-2,50,-14,91,539
2022/1/6,1342,2,-10,2,0,38,189
2022/1/6,1342,3,11,-3,-6,95,641
2022/1/6,1343,-4,-7,-9,-5,45,247
2022/1/6,1343,6,14,1,-5,138,1086
2022/1/6,1343,-3,7,-19,-16,29,134
2022/1/6,1343,-3,2,-13,-10,151,936
2022/1/6,1343,-2,8,-7,-5,150,926
2022/1/6,1344,-6,4,-15,-9,30,123
2022/1/6,1344,-3,9,-7,-4,130,813
2022/1/6,1344,-4,12,-13,-9,60,354
2022/1/6,1344,-1,3,-6,-5,148,1222
2022/1/6,1344,-7,2,-16,-9,174,1067
2022/1/6,1344,-10,13,-2,8,257,1597
2022/1/6,1345,-5,4,-3,-10,176,1061
2022/1/6,1345,11,6,-15,-24,222,1372
2022/1/6,1345,4,21,-13,-7,102,701
2022/1/6,1346,-2,6,-11,-9,64,396
2022/1/6,1346,5,4,-8,-13,66,328
2022/1/6,1346,-7,5,-26,-19,70,447
2022/1/6,1347,-5,13,-2,3,53,282
2022/1/6,1347,263,7,241,-22,127,1055
2022/1/6,1347,11,27,12,1,47,237
2022/1/6,1348,8,17,8,0,118,793
2022/1/6,1349,-3,10,-9,-6,63,304
2022/1/6,1349,8,34,29,21,119,725
2022/1/6,1350,4,16,-3,-7,100,685
2022/1/6,1350,-6,8,-25,-19,121,801
2022/1/6,1351,12,-3,15,3,39,229
2022/1/6,1352,22,11,22,0,138,1090
2022/1/6,1352,-2,2,17,19,40,190
2022/1/6,1353,20,-2,-7,-27,71,460
2022/1/6,1353,10,18,9,-1,48,312
2022/1/6,1354,48,8,21,-27,102,862
2022/1/6,1354,54,5,25,-29,139,1097
2022/1/6,1354,-9,-30,-1,8,26,102
2022/1/6,1354,-7,8,-7,0,110,872
2022/1/6,1354,-5,-5,-5,0,154,1242
2022/1/6,1355,-7,17,-18,-11,65,461
2022/1/6,1357,-5,17,-2,3,57,280
2022/1/6,1357,19,8,7,-12,81,562
2022/1/6,1357,7,3,-13,-20,140,955
2022/1/6,1358,-6,-22,2,8,30,89
2022/1/6,1358,45,14,38,-7,163,1313
2022/1/6,1359,186,20,169,-17,120,913
2022/1/6,1400,-5,18,-4,1,52,309
2022/1/6,1400,0,21,-8,-8,62,335
2022/1/6,1400,-2,-38,30,32,78,562
2022/1/6,1400,0,12,-2,-2,231,1389
2022/1/6,1401,-2,1,3,5,93,674
2022/1/6,1402,-9,15,2,11,70,383
2022/1/6,1402,60,7,41,-19,144,912
2022/1/6,1403,1,12,-6,-7,199,1297
2022/1/6,1403,8,17,5,-3,149,1195
2022/1/6,1404,11,5,-1,-12,45,247
2022/1/6,1408,-6,14,13,19,46,227
2022/1/6,1409,31,2,4,-27,103,835
2022/1/6,1409,-6,-19,14,20,53,293
2022/1/6,1409,-2,17,-12,-10,147,1171
2022/1/6,1410,-2,11,4,6,156,1164
2022/1/6,1410,-11,5,-11,0,154,1242
2022/1/6,1411,-5,8,-16,-11,82,551
2022/1/6,1412,60,6,33,-27,74,542
2022/1/6,1412,8,10,6,-2,66,364
2022/1/6,1412,11,5,-8,-19,90,650
2022/1/6,1412,-9,8,-24,-15,147,1205
2022/1/6,1412,31,12,25,-6,50,247
2022/1/6,1413,0,64,47,47,138,876
2022/1/6,1413,-3,15,2,5,36,134
2022/1/6,1413,8,10,-2,-10,94,775
2022/1/6,1413,3,-16,13,10,159,1109
2022/1/6,1415,-5,7,-1,4,192,1217
2022/1/6,1416,-9,5,-11,-2,41,190
2022/1/6,1416,-6,9,-10,-4,154,1242
2022/1/6,1418,19,4,8,-11,49,239
2022/1/6,1419,99,8,85,-14,99,775
2022/1/6,1419,12,11,9,-3,38,164
2022/1/6,1420,-10,2,-44,-34,104,781
2022/1/6,1420,8,11,-5,-13,120,781
2022/1/6,1421,-5,3,-14,-9,67,441
2022/1/6,1421,0,9,-17,-17,110,868
2022/1/6,1422,-3,29,-4,-1,188,1504
2022/1/6,1423,-8,6,-32,-24,86,550
2022/1/6,1424,13,-4,14,1,92,592
2022/1/6,1425,1256,57,1270,14,130,1047
2022/1/6,1426,-5,18,1,6,55,323
2022/1/6,1426,25,9,21,-4,161,1345
2022/1/6,1427,1,12,-3,-4,93,758
2022/1/6,1428,90,23,88,-2,114,883
2022/1/6,1430,62,8,47,-15,132,1087
2022/1/6,1430,29,5,25,-4,26,113
2022/1/6,1430,33,9,30,-3,162,1121
2022/1/6,1430,-8,-3,0,8,148,1211
2022/1/6,1431,-6,18,4,10,243,1504
2022/1/6,1432,-4,7,-33,-29,88,624
2022/1/6,1432,-12,28,12,24,195,1504
2022/1/6,1432,6,12,13,7,199,1476
2022/1/6,1432,317,7,282,-35,129,853
2022/1/6,1433,-3,6,-23,-20,75,431
2022/1/6,1434,8,5,-20,-28,148,986
2022/1/6,1434,-5,5,-24,-19,228,1416
2022/1/6,1435,-3,-17,15,18,138,845
2022/1/6,1436,-7,1,-10,-3,104,773
2022/1/6,1437,72,11,53,-19,48,224
2022/1/6,1438,-8,10,-13,-5,141,919
2022/1/6,1438,15,10,8,-7,152,1235
2022/1/6,1439,48,-2,42,-6,153,1235
2022/1/6,1440,1,10,-16,-17,159,1075
2022/1/6,1440,44,5,40,-4,83,619
2022/1/6,1440,-6,-25,17,23,150,994
2022/1/6,1443,4,7,-8,-12,164,1375
2022/1/6,1443,-3,9,-27,-24,41,216
2022/1/6,1443,36,-16,38,2,137,972
2022/1/6,1445,36,26,43,7,67,429
2022/1/6,1445,0,7,-11,-11,106,689
2022/1/6,1445,34,6,20,-14,76,528
2022/1/6,1446,50,8,45,-5,243,1504
2022/1/6,1447,24,17,100,-11,239,1562
2022/1/6,1447,100,9,13,0,74,482
2022/1/6,1448,225,5,219,-6,123,936
2022/1/6,1448,-7,2,-24,-17,97,721
2022/1/6,1449,105,73,153,48,116,733
2022/1/6,1449,27,117,126,99,124,756
2022/1/6,1449,-2,8,-4,-2,153,1242
2022/1/6,1450,-5,-3,-16,-11,32,140
2022/1/6,1450,109,7,94,-15,145,918
2022/1/6,1451,-15,8,-28,-13,121,787
2022/1/6,1451,-3,6,-15,-12,151,985
2022/1/6,1452,-4,3,-22,-18,75,460
2022/1/6,1453,133,-1,133,0,178,1442
2022/1/6,1453,-2,14,-7,-5,149,929
2022/1/6,1454,3,9,3,0,79,583
2022/1/6,1454,-5,8,-6,-1,181,1497
2022/1/6,1455,3,4,0,-3,52,273
2022/1/6,1455,-6,7,-21,-15,217,1417
2022/1/6,1456,-5,3,-27,-22,191,1208
2022/1/6,1457,39,5,7,-32,211,1874
2022/1/6,1457,30,12,22,-8,272,1764
2022/1/6,1500,58,-17,66,8,49,309
2022/1/6,1501,8,4,1,-7,116,798
2022/1/6,1501,1,6,-32,-33,113,852
2022/1/6,1502,13,8,7,-6,95,667
2022/1/6,1502,5,8,-4,-9,202,1635
2022/1/6,1502,-2,8,-15,-13,223,1389
2022/1/6,1503,-5,0,-24,-19,123,934
2022/1/6,1504,-4,-7,-6,-2,119,695
2022/1/6,1504,1,7,-11,-12,138,919
2022/1/6,1504,25,10,24,-1,131,1069
2022/1/6,1505,2,6,-18,-20,119,989
2022/1/6,1505,33,4,17,-16,72,469
2022/1/6,1506,-6,10,-28,-22,115,801
2022/1/6,1507,-7,1,-14,-7,37,191
2022/1/6,1509,-1,-5,-15,-14,104,643
2022/1/6,1510,-10,2,-15,-5,147,1222
2022/1/6,1510,0,2,-25,-25,133,871
2022/1/6,1510,-4,5,-10,-6,76,583
2022/1/6,1512,-5,-2,-28,-23,113,886
2022/1/6,1512,-1,5,-22,-21,147,936
2022/1/6,1513,-4,14,-16,-12,93,667
2022/1/6,1513,-7,2,-22,-15,53,305
2022/1/6,1513,-8,5,-11,-3,160,1091
2022/1/6,1513,-5,5,-4,1,35,102
2022/1/6,1513,-9,11,-14,-5,23,89
2022/1/6,1514,-3,10,-23,-20,40,224
2022/1/6,1515,-3,9,-17,-14,175,1117
2022/1/6,1515,-5,11,-15,-10,130,1055
2022/1/6,1516,-5,4,-9,-4,186,1616
2022/1/6,1517,14,1,-3,-17,100,687
2022/1/6,1518,-6,3,-15,-9,124,1009
2022/1/6,1518,20,10,18,-2,80,619
2022/1/6,1518,41,7,23,-18,129,853
2022/1/6,1520,-2,7,-11,-9,66,395
2022/1/6,1520,13,8,5,-8,141,917
2022/1/6,1520,-1,10,-14,-13,141,912
2022/1/6,1521,-11,1,-28,-17,52,280
2022/1/6,1522,7,9,-2,-9,91,563
2022/1/6,1522,-3,5,-8,-5,221,1416
2022/1/6,1522,-8,1,-28,-20,107,641
2022/1/6,1522,-11,-1,-24,-13,45,225
2022/1/6,1522,-6,20,1,7,167,1032
2022/1/6,1523,-7,-3,-12,-5,165,1346
2022/1/6,1524,126,12,129,3,88,580
2022/1/6,1524,34,-14,59,25,128,849
2022/1/6,1524,-4,7,-31,-27,48,237
2022/1/6,1525,-4,3,-14,-10,124,771
2022/1/6,1526,-17,7,-24,-7,48,282
2022/1/6,1526,10,7,6,-4,66,441
2022/1/6,1526,5,19,6,1,69,461
2022/1/6,1526,-11,3,-29,-18,112,731
2022/1/6,1526,150,7,127,-23,215,1325
2022/1/6,1527,3,14,-13,-16,212,1400
2022/1/6,1527,0,16,-15,-15,134,925
2022/1/6,1528,170,9,152,-18,86,641
2022/1/6,1528,-1,12,-5,-4,72,469
2022/1/6,1528,7,-6,18,11,156,977
2022/1/6,1528,23,1,18,-5,39,189
2022/1/6,1529,-1,10,-14,-13,142,964
2022/1/6,1530,-6,3,-17,-11,63,304
2022/1/6,1530,18,17,15,-3,34,148
2022/1/6,1530,29,7,15,-14,39,216
2022/1/6,1531,-3,3,-9,-6,167,1379
2022/1/6,1533,4,6,-22,-26,136,1034
2022/1/6,1534,-4,13,-6,-2,40,190
2022/1/6,1534,-3,7,-18,-15,40,175
2022/1/6,1535,21,14,17,-4,33,140
2022/1/6,1535,0,1,-14,-14,100,603
2022/1/6,1535,-4,2,-14,-10,150,1205
2022/1/6,1535,3,0,-1,-4,37,190
2022/1/6,1536,-2,3,1,3,61,316
2022/1/6,1536,-2,8,-13,-11,231,1504
2022/1/6,1536,9,5,4,-5,64,351
2022/1/6,1536,-3,1,-16,-13,105,813
2022/1/6,1537,9,9,-3,-12,75,528
2022/1/6,1538,31,16,28,-3,43,247
2022/1/6,1538,-3,12,-13,-10,121,813
2022/1/6,1539,40,9,26,-14,110,862
2022/1/6,1539,-1,3,-24,-23,50,309
2022/1/6,1539,-3,-1,-21,-18,157,1121
2022/1/6,1540,-9,0,-24,-15,101,773
2022/1/6,1540,0,4,-10,-10,83,580
2022/1/6,1540,-7,13,-11,-4,256,1562
2022/1/6,1541,0,16,-5,-5,45,224
2022/1/6,1542,-2,14,-1,1,200,1192
2022/1/6,1543,-5,-5,-13,-8,65,383
2022/1/6,1545,2,1,-18,-20,126,801
2022/1/6,1545,0,4,-4,-4,117,731
2022/1/6,1545,-3,5,-20,-17,57,358
2022/1/6,1546,0,26,18,18,41,158
2022/1/6,1546,4,5,3,-1,158,1235
2022/1/6,1547,-3,7,-17,-14,111,721
2022/1/6,1547,-4,17,-24,-20,138,977
2022/1/6,1547,4,15,4,0,34,134
2022/1/6,1547,9,12,3,-6,229,1389
2022/1/6,1548,-3,-9,-18,-15,57,335
2022/1/6,1549,6,23,5,-1,127,821
2022/1/6,1549,5,7,-1,-6,91,678
2022/1/6,1550,-10,-8,-15,-5,65,396
2022/1/6,1551,-4,-12,-7,-3,142,862
2022/1/6,1551,8,14,14,6,78,551
2022/1/6,1552,-8,0,-24,-16,65,435
2022/1/6,1552,12,-11,6,-6,35,164
2022/1/6,1552,19,2,15,-4,32,113
2022/1/6,1553,-4,15,-3,1,51,282
2022/1/6,1554,3,13,-1,-4,135,1067
2022/1/6,1554,0,10,-1,-1,149,1126
2022/1/6,1555,131,19,125,-6,84,651
2022/1/6,1555,115,9,105,-10,103,794
2022/1/6,1557,-5,5,-7,-2,160,922
2022/1/6,1558,-1,22,0,1,139,861
2022/1/6,1558,-5,3,-20,-15,55,305
2022/1/6,1558,5,5,-7,-12,35,187
2022/1/6,1559,188,14,183,-5,100,794
2022/1/6,1559,-2,5,8,10,156,928
2022/1/6,1600,-11,9,-26,-15,264,1698
2022/1/6,1601,19,26,23,4,119,913
2022/1/6,1602,28,13,19,-9,214,1391
2022/1/6,1603,-2,9,-2,0,159,1222
2022/1/6,1603,22,7,3,-19,113,793
2022/1/6,1603,18,13,8,-10,88,641
2022/1/6,1604,0,3,-24,-24,105,689
2022/1/6,1604,-1,-1,-11,-10,65,404
2022/1/6,1607,0,17,-22,-22,138,977
2022/1/6,1608,27,29,23,-4,97,701
2022/1/6,1608,20,6,14,-6,42,247
2022/1/6,1608,13,5,-8,-21,199,1770
2022/1/6,1609,31,4,21,-10,34,134
2022/1/6,1609,36,15,34,-2,155,1242
2022/1/6,1611,4,10,-9,-13,159,1103
2022/1/6,1612,-2,6,-13,-11,110,696
2022/1/6,1612,-9,10,-18,-9,151,1171
2022/1/6,1612,15,9,3,-12,107,769
2022/1/6,1612,-4,6,-12,-8,80,551
2022/1/6,1613,15,34,18,3,150,1272
2022/1/6,1614,-3,34,17,20,51,309
2022/1/6,1616,-6,-9,11,17,117,945
2022/1/6,1616,-6,6,-19,-13,148,936
2022/1/6,1617,0,-14,4,4,194,1660
2022/1/6,1617,15,17,12,-3,41,277
2022/1/6,1617,4,15,2,-2,200,1715
2022/1/6,1618,30,17,31,1,54,312
2022/1/6,1619,-8,7,-37,-29,113,801
2022/1/6,1621,32,9,25,-7,238,1569
2022/1/6,1621,-6,6,-16,-10,165,999
2022/1/6,1621,-5,10,-16,-11,74,408
2022/1/6,1621,34,12,16,-18,219,1428
2022/1/6,1621,23,9,9,-14,43,224
2022/1/6,1622,73,6,55,-18,75,592
2022/1/6,1623,-5,4,-24,-19,30,102
2022/1/6,1623,8,9,-12,-20,120,813
2022/1/6,1623,-5,16,-1,4,237,1521
2022/1/6,1624,57,14,55,-2,158,1303
2022/1/6,1626,-5,4,-21,-16,118,936
2022/1/6,1627,4,5,-8,-12,89,641
2022/1/6,1627,18,22,25,7,61,354
2022/1/6,1627,-2,14,-9,-7,160,987
2022/1/6,1628,-1,4,-12,-11,111,853
2022/1/6,1630,23,2,10,-13,50,347
2022/1/6,1631,-3,14,-11,-8,162,1103
2022/1/6,1631,7,1,2,-5,155,1235
2022/1/6,1632,12,6,3,-9,146,918
2022/1/6,1633,38,4,28,-10,41,239
2022/1/6,1633,62,3,47,-15,78,569
2022/1/6,1635,-8,-1,-19,-11,27,89
2022/1/6,1636,-6,3,-21,-15,133,817
2022/1/6,1636,73,9,56,-17,83,602
2022/1/6,1636,-4,3,-3,1,165,1032
2022/1/6,1637,10,10,-8,-18,139,955
2022/1/6,1638,69,4,53,-16,82,586
2022/1/6,1639,33,6,24,-9,94,650
2022/1/6,1639,-4,2,-11,-7,151,1205
2022/1/6,1641,-7,10,-23,-16,107,843
2022/1/6,1641,34,10,21,-13,131,1086
2022/1/6,1642,18,10,7,-11,115,801
2022/1/6,1644,-5,21,12,17,85,461
2022/1/6,1645,64,7,51,-13,46,247
2022/1/6,1646,-9,7,-29,-20,217,1372
2022/1/6,1648,12,5,-2,-14,55,302
2022/1/6,1649,2,-5,1,-1,61,429
2022/1/6,1649,-2,2,-27,-25,87,583
2022/1/6,1650,0,10,-20,-20,128,925
2022/1/6,1651,-10,0,-39,-29,96,737
2022/1/6,1652,-6,5,-18,-12,50,319
2022/1/6,1652,232,4,228,-4,149,1171
2022/1/6,1652,-3,11,-28,-25,196,1774
2022/1/6,1653,-11,10,-19,-8,67,395
2022/1/6,1653,-1,13,-6,-5,98,597
2022/1/6,1653,-12,9,-19,-7,149,1242
2022/1/6,1654,15,5,8,-7,100,775
2022/1/6,1654,-5,5,-14,-9,110,689
2022/1/6,1655,16,5,15,-1,126,1020
2022/1/6,1656,134,5,131,-3,181,1481
2022/1/6,1656,-8,1,-43,-35,84,624
2022/1/6,1658,2,58,37,35,131,931
2022/1/6,1658,-3,7,-5,-2,206,1635
2022/1/6,1658,-8,4,-18,-10,132,1055
2022/1/6,1658,-5,8,-33,-28,118,853
2022/1/6,1659,7,3,-18,-25,142,964
2022/1/6,1659,10,2,1,-9,111,862
2022/1/6,1659,-3,5,-15,-12,127,874
2022/1/6,1700,5,4,6,1,131,1009
2022/1/6,1700,-7,7,-11,-4,112,872
2022/1/6,1701,2,17,18,16,199,1464
2022/1/6,1701,105,2,81,-24,115,927
2022/1/6,1704,35,0,2,-33,81,561
2022/1/6,1704,0,4,-21,-21,77,562
2022/1/6,1706,-8,-10,-23,-15,44,227
2022/1/6,1707,-6,4,-13,-7,147,1222
2022/1/6,1707,0,4,-18,-18,190,1208
2022/1/6,1708,-9,-9,-23,-14,105,692
2022/1/6,1708,45,3,38,-7,147,1209
2022/1/6,1709,17,4,-6,-23,205,1400
2022/1/6,1709,17,1,6,-11,31,158
2022/1/6,1709,16,6,-1,-17,46,293
2022/1/6,1709,83,10,74,-9,123,999
2022/1/6,1709,1,23,-4,-5,233,1521
2022/1/6,1710,-4,14,-13,-9,166,1095
2022/1/6,1711,-4,-1,-14,-10,286,2070
2022/1/6,1711,40,10,17,-23,139,966
2022/1/6,1711,-10,7,-16,-6,76,528
2022/1/6,1712,27,10,1,-26,185,1670
2022/1/6,1713,-6,5,-17,-11,118,787
2022/1/6,1715,4,8,-6,-10,149,1195
2022/1/6,1715,-3,2,0,3,222,1416
2022/1/6,1715,2,0,-3,-5,114,868
2022/1/6,1716,20,7,16,-4,36,192
2022/1/6,1717,20,10,7,-13,55,305
2022/1/6,1717,13,1,4,-9,186,1201
2022/1/6,1717,-5,7,-2,3,127,998
2022/1/6,1717,111,3,107,-4,83,494
2022/1/6,1718,32,13,32,0,154,1042
2022/1/6,1718,-9,3,-21,-12,36,175
2022/1/6,1719,-7,5,-6,1,165,1269
2022/1/6,1719,-5,13,-8,-3,29,140
2022/1/6,1719,-10,11,-20,-10,76,551
2022/1/6,1719,27,7,19,-8,39,192
2022/1/6,1719,-5,2,-25,-20,181,1464
2022/1/6,1720,-11,1,-37,-26,97,685
2022/1/6,1720,76,7,70,-6,86,651
2022/1/6,1720,-4,4,-9,-5,165,1345
2022/1/6,1720,-11,5,-18,-7,147,1017
2022/1/6,1721,16,0,4,-12,129,854
2022/1/6,1721,24,7,11,-13,112,721
2022/1/6,1722,0,10,5,5,149,1132
2022/1/6,1722,8,6,-4,-12,172,1379
2022/1/6,1723,-1,0,-6,-5,175,1431
2022/1/6,1724,-6,4,-21,-15,39,190
2022/1/6,1725,-2,11,-9,-7,135,1086
2022/1/6,1727,-3,2,-13,-10,125,989
2022/1/6,1727,38,12,37,-1,47,247
2022/1/6,1727,-10,3,-27,-17,95,722
2022/1/6,1727,-3,0,-18,-15,189,1217
2022/1/6,1728,-10,11,-17,-7,36,187
2022/1/6,1728,-5,2,3,8,187,1172
2022/1/6,1729,-9,-3,-20,-11,56,293
2022/1/6,1729,-5,5,-22,-17,84,460
2022/1/6,1730,18,-2,11,-7,31,134
2022/1/6,1730,6,4,-5,-11,40,224
2022/1/6,1731,26,-1,14,-12,166,915
2022/1/6,1731,-10,-4,-19,-9,40,190
2022/1/6,1731,80,9,66,-14,159,1108
2022/1/6,1731,0,4,-9,-9,145,973
2022/1/6,1732,-12,-6,-27,-15,102,691
2022/1/6,1733,53,15,46,-7,103,794
2022/1/6,1734,-10,-3,-1,-5,165,1316
2022/1/6,1734,-10,-2,-15,-1,172,1061
2022/1/6,1734,10,13,-11,-11,232,1416
2022/1/6,1735,-3,13,-15,-12,44,282
2022/1/6,1735,-5,9,-16,-11,53,270
2022/1/6,1735,2,4,-10,-12,101,721
2022/1/6,1736,-9,0,-8,1,46,237
2022/1/6,1736,-6,12,-22,-16,61,429
2022/1/6,1736,-5,2,-8,-3,39,190
2022/1/6,1736,13,2,-3,-16,179,1438
2022/1/6,1736,-6,18,-7,-1,94,604
2022/1/6,1737,15,8,17,2,110,872
2022/1/6,1737,8,6,-19,-27,152,1121
2022/1/6,1738,44,6,23,-21,139,984
2022/1/6,1738,0,7,-10,-10,107,689
2022/1/6,1738,-6,-4,-4,2,102,539
2022/1/6,1738,3,30,8,5,138,1081
2022/1/6,1738,-7,-9,-23,-16,84,550
2022/1/6,1738,-6,-1,-12,-6,104,813
2022/1/6,1738,2,1,-5,-7,156,1235
2022/1/6,1739,-7,11,-19,-12,52,312
2022/1/6,1739,44,6,24,-20,89,562
2022/1/6,1739,-4,10,-20,-16,138,1087
2022/1/6,1739,-6,-8,-25,-19,103,690
2022/1/6,1739,-8,13,-14,-6,49,309
2022/1/6,1739,9,2,-12,-21,187,1660
2022/1/6,1740,1,16,-7,-8,50,316
2022/1/6,1740,-4,4,-24,-20,105,685
2022/1/6,1740,0,4,-9,-9,89,641
2022/1/6,1741,111,10,111,0,187,1184
2022/1/6,1742,-3,2,-7,-4,75,469
2022/1/6,1742,-5,2,-19,-14,142,929
2022/1/6,1742,-3,8,-8,-5,118,721
2022/1/6,1743,0,3,-23,-23,164,1119
2022/1/6,1744,-3,9,-12,-9,44,229
2022/1/6,1744,12,4,-6,-18,120,989
2022/1/6,1744,5,6,-6,-11,161,1231
2022/1/6,1744,7,24,20,13,139,812
2022/1/6,1745,31,10,14,-17,185,1303
2022/1/6,1745,26,8,28,2,228,1389
2022/1/6,1746,20,-6,6,-14,122,977
2022/1/6,1746,16,-7,-10,-26,102,630
2022/1/6,1746,-6,2,-24,-18,115,731
2022/1/6,1747,-3,16,-6,-3,41,224
2022/1/6,1748,6,3,-9,-15,125,801
2022/1/6,1749,33,6,14,-19,52,323
