date,pred_w_speed,pred_w_dir,pred_temp,pred_pressure,pred_humidity,ture_w_speed,target
2020-01-28 14:15:00,0.4,284.0,4.5,1021.0,36.0,1.6,-0.145
2020-01-28 14:30:00,0.5,270.0,4.4,1021.0,38.0,2.6,0.099
2020-01-28 14:45:00,0.6,261.0,4.4,1021.0,39.0,2.2,0.095
2020-01-28 15:00:00,0.7,254.0,4.3,1021.0,41.0,1.9,-0.115
2020-01-28 15:15:00,0.9,257.0,4.2,1021.0,43.0,2.3,-0.132
2020-01-28 15:30:00,1.0,253.0,4.0,1021.0,45.0,2.1,-0.127
2020-01-28 15:45:00,1.1,255.0,3.7,1021.0,48.0,2.2,-0.118
2020-01-28 16:00:00,1.3,252.0,3.5,1021.0,50.0,1.8,-0.133
2020-01-28 16:15:00,1.3,257.0,3.2,1021.0,52.0,1.5,-0.145
2020-01-28 16:30:00,1.3,261.0,2.7,1021.0,54.0,1.3,-0.156
2020-01-28 16:45:00,1.2,270.0,2.2,1022.0,57.0,1.0,-0.125
2020-01-28 17:00:00,1.2,270.0,1.7,1022.0,59.0,0.7,-0.134
2020-01-28 17:15:00,1.1,275.0,1.3,1022.0,61.0,1.0,-0.128
2020-01-28 17:30:00,0.9,283.0,1.0,1022.0,63.0,1.7,-0.133
2020-01-28 17:45:00,0.7,297.0,0.7,1022.0,65.0,2.0,-0.149
2020-01-28 18:00:00,0.6,315.0,0.4,1022.0,67.0,2.0,-0.159
2020-01-28 18:15:00,0.4,333.0,0.3,1022.0,68.0,1.5,-0.138
2020-01-28 18:30:00,0.4,0.0,0.4,1022.0,68.0,1.9,-0.162
2020-01-28 18:45:00,0.4,34.0,0.5,1023.0,69.0,2.7,0.531
2020-01-28 19:00:00,0.5,53.0,0.6,1023.0,69.0,2.6,0.328
2020-01-28 19:15:00,0.6,59.0,0.6,1023.0,69.0,2.3,0.04
2020-01-28 19:30:00,0.7,63.0,0.5,1023.0,69.0,2.4,-0.182
2020-01-28 19:45:00,0.8,60.0,0.4,1023.0,70.0,2.8,-0.056
2020-01-28 20:00:00,0.9,63.0,0.3,1023.0,70.0,3.0,0.5529999999999999
2020-01-28 20:15:00,1.0,61.0,0.1,1023.0,70.0,3.0,0.57
2020-01-28 20:30:00,1.3,61.0,-0.1,1023.0,70.0,2.9,0.44
2020-01-28 20:45:00,1.5,62.0,-0.2,1023.0,71.0,2.6,-0.066
2020-01-28 21:00:00,1.7,62.0,-0.4,1023.0,71.0,2.0,-0.129
2020-01-28 21:15:00,1.8,61.0,-0.5,1023.0,71.0,1.8,-0.152
2020-01-28 21:30:00,2.0,60.0,-0.6,1023.0,72.0,1.9,-0.13
2020-01-28 21:45:00,2.0,60.0,-0.6,1023.0,72.0,2.3,-0.15
2020-01-28 22:00:00,2.1,59.0,-0.7,1023.0,73.0,2.3,-0.117
2020-01-28 22:15:00,2.1,59.0,-0.6,1023.0,74.0,2.5,-0.159
2020-01-28 22:30:00,2.2,56.0,-0.5,1023.0,75.0,3.0,0.763
2020-01-28 22:45:00,2.1,53.0,-0.4,1023.0,77.0,3.2,1.638
2020-01-28 23:00:00,2.2,51.0,-0.3,1023.0,78.0,3.0,0.684
2020-01-28 23:15:00,2.2,47.0,-0.2,1023.0,79.0,2.3,-0.146
2020-01-28 23:30:00,2.2,43.0,-0.3,1023.0,80.0,1.9,-0.16699999999999998
2020-01-28 23:45:00,2.1,37.0,-0.4,1023.0,80.0,1.0,-0.118
2020-01-29 00:00:00,4.3,26.0,-0.2,1024.0,81.0,1.4,-0.119
2020-01-29 00:15:00,4.3,23.0,-0.2,1024.0,81.0,1.4,-0.138
2020-01-29 00:30:00,4.3,21.0,-0.1,1024.0,82.0,1.7,-0.139
2020-01-29 00:45:00,4.2,19.0,-0.1,1024.0,82.0,2.0,-0.147
2020-01-29 01:00:00,4.2,17.0,0.0,1024.0,83.0,2.9,-0.128
2020-01-29 01:15:00,4.1,15.0,0.0,1024.0,83.0,3.0,0.7290000000000001
2020-01-29 01:30:00,4.0,14.0,0.0,1024.0,83.0,2.0,-0.031
2020-01-29 01:45:00,3.9,15.0,-0.1,1024.0,83.0,1.9,-0.108
2020-01-29 02:00:00,3.8,14.0,-0.1,1024.0,83.0,1.8,-0.132
2020-01-29 02:15:00,3.8,14.0,-0.1,1024.0,83.0,1.5,-0.109
2020-01-29 02:30:00,3.7,13.0,-0.1,1024.0,82.0,1.6,-0.126
2020-01-29 02:45:00,3.6,13.0,-0.2,1024.0,82.0,2.7,0.289
2020-01-29 03:00:00,3.5,12.0,-0.2,1024.0,81.0,3.5,2.505
2020-01-29 03:15:00,3.5,12.0,-0.2,1024.0,81.0,3.4,1.967
2020-01-29 03:30:00,3.4,12.0,-0.2,1024.0,80.0,3.8,3.712
2020-01-29 03:45:00,3.4,10.0,-0.3,1023.0,79.0,3.7,2.915
2020-01-29 04:00:00,3.3,11.0,-0.3,1023.0,78.0,3.7,3.262
2020-01-29 04:15:00,3.3,11.0,-0.3,1023.0,76.0,3.8,3.412
2020-01-29 04:30:00,3.3,11.0,-0.4,1023.0,75.0,4.1,4.174
2020-01-29 04:45:00,3.1,9.0,-0.4,1023.0,73.0,4.3,5.103
2020-01-29 05:00:00,3.1,9.0,-0.5,1023.0,72.0,4.5,5.818
2020-01-29 05:15:00,3.2,11.0,-0.5,1023.0,71.0,4.7,7.237
2020-01-29 05:30:00,3.3,12.0,-0.6,1023.0,70.0,5.4,9.782
2020-01-29 05:45:00,3.4,14.0,-0.7,1023.0,69.0,5.6,11.505
2020-01-29 06:00:00,3.5,15.0,-0.8,1023.0,68.0,5.9,14.401
2020-01-29 06:15:00,3.5,18.0,-0.9,1023.0,68.0,6.6,16.951
2020-01-29 06:30:00,3.5,24.0,-1.1,1023.0,68.0,6.0,14.852
2020-01-29 06:45:00,3.4,30.0,-1.4,1024.0,67.0,6.0,15.572
2020-01-29 07:00:00,3.5,35.0,-1.6,1024.0,67.0,5.8,13.882
2020-01-29 07:15:00,3.6,39.0,-1.7,1024.0,66.0,5.7,12.509
2020-01-29 07:30:00,3.8,41.0,-1.8,1024.0,64.0,5.6,11.949000000000002
2020-01-29 07:45:00,3.9,42.0,-1.8,1024.0,62.0,5.1,9.361
2020-01-29 08:00:00,4.1,43.0,-1.9,1024.0,60.0,4.0,3.953
2020-01-29 08:15:00,4.1,43.0,-1.7,1024.0,58.0,3.5,1.6569999999999998
2020-01-29 08:30:00,4.0,42.0,-1.3,1024.0,55.0,3.2,1.3230000000000002
2020-01-29 08:45:00,3.8,41.0,-1.0,1024.0,53.0,3.5,2.314
2020-01-29 09:00:00,3.8,40.0,-0.6,1024.0,50.0,3.9,3.039
2020-01-29 09:15:00,3.6,37.0,-0.2,1024.0,48.0,3.3,1.743
2020-01-29 09:30:00,3.4,34.0,0.2,1024.0,46.0,2.6,0.599
2020-01-29 09:45:00,3.2,30.0,0.5,1024.0,45.0,2.4,0.523
2020-01-29 10:00:00,3.0,26.0,0.9,1024.0,43.0,2.6,0.375
2020-01-29 10:15:00,2.9,25.0,1.3,1024.0,42.0,2.5,0.28300000000000003
2020-01-29 10:30:00,2.7,24.0,1.6,1024.0,41.0,2.1,0.155
2020-01-29 10:45:00,2.6,23.0,1.9,1024.0,40.0,2.3,0.026
2020-01-29 11:00:00,2.5,21.0,2.2,1024.0,39.0,2.5,0.201
2020-01-29 11:15:00,2.2,21.0,2.5,1024.0,39.0,1.9,-0.084
2020-01-29 11:30:00,2.1,19.0,2.7,1024.0,38.0,2.1,-0.156
2020-01-29 11:45:00,1.9,21.0,3.0,1023.0,38.0,1.8,-0.157
2020-01-29 12:00:00,1.8,19.0,3.2,1023.0,37.0,1.4,-0.158
2020-01-29 12:15:00,1.7,21.0,3.4,1023.0,37.0,1.8,0.003
2020-01-29 12:30:00,1.8,16.0,3.6,1023.0,36.0,1.7,-0.107
2020-01-29 12:45:00,1.7,13.0,3.8,1023.0,35.0,1.6,-0.161
2020-01-29 13:00:00,1.8,9.0,4.0,1023.0,34.0,1.5,-0.049
2020-01-29 13:15:00,1.8,9.0,4.2,1023.0,34.0,2.6,0.639
2020-01-29 13:30:00,1.9,9.0,4.3,1023.0,34.0,2.2,0.348
2020-01-29 13:45:00,1.9,9.0,4.4,1022.0,34.0,3.0,1.182
2020-01-29 14:00:00,2.0,9.0,4.5,1022.0,34.0,3.6,3.219
2020-01-29 14:15:00,2.0,9.0,4.5,1022.0,35.0,4.2,4.977
2020-01-29 14:30:00,1.9,6.0,4.5,1022.0,36.0,4.5,6.349
2020-01-29 14:45:00,1.9,6.0,4.4,1022.0,37.0,4.4,5.136
2020-01-29 15:00:00,1.8,3.0,4.4,1022.0,38.0,3.9,3.931
2020-01-29 15:15:00,1.8,0.0,4.3,1022.0,39.0,3.4,2.482
2020-01-29 15:30:00,1.7,0.0,4.2,1022.0,41.0,3.6,1.996
2020-01-29 15:45:00,1.6,353.0,4.1,1022.0,44.0,3.7,2.596
2020-01-29 16:00:00,1.5,349.0,4.0,1022.0,46.0,3.8,2.812
2020-01-29 16:15:00,1.5,340.0,3.6,1022.0,49.0,5.0,8.57
2020-01-29 16:30:00,1.6,333.0,3.0,1022.0,52.0,5.8,14.615
2020-01-29 16:45:00,1.7,324.0,2.3,1022.0,55.0,5.5,11.851
2020-01-29 17:00:00,1.8,319.0,1.7,1022.0,58.0,5.0,9.459
2020-01-29 17:15:00,2.0,323.0,1.2,1022.0,59.0,4.5,5.93
2020-01-29 17:30:00,2.3,331.0,0.9,1022.0,60.0,4.1,3.967
2020-01-29 17:45:00,2.6,339.0,0.5,1022.0,60.0,4.0,3.3310000000000004
2020-01-29 18:00:00,2.9,344.0,0.2,1022.0,61.0,4.0,3.531
2020-01-29 18:15:00,3.0,358.0,-0.1,1022.0,60.0,4.4,4.742
2020-01-29 18:30:00,3.1,19.0,-0.4,1022.0,58.0,4.4,4.905
2020-01-29 18:45:00,3.6,39.0,-0.7,1023.0,57.0,4.5,5.407
2020-01-29 19:00:00,4.4,52.0,-1.0,1023.0,55.0,5.0,7.816
2020-01-29 19:15:00,5.0,57.0,-1.2,1023.0,53.0,5.8,13.264
2020-01-29 19:30:00,5.0,59.0,-1.4,1023.0,52.0,6.8,20.208
2020-01-29 19:45:00,5.1,61.0,-1.6,1023.0,50.0,7.2,24.762
2020-01-29 20:00:00,5.2,62.0,-1.8,1023.0,49.0,6.4,16.986
2020-01-29 20:15:00,5.2,61.0,-2.0,1023.0,48.0,6.3,17.037
2020-01-29 20:30:00,5.4,57.0,-2.1,1023.0,48.0,6.5,17.517
2020-01-29 20:45:00,5.4,53.0,-2.3,1023.0,47.0,6.7,19.243
2020-01-29 21:00:00,5.5,49.0,-2.4,1023.0,47.0,7.0,21.44
2020-01-29 21:15:00,5.6,47.0,-2.5,1023.0,47.0,7.2,23.412
2020-01-29 21:30:00,5.7,47.0,-2.5,1023.0,47.0,7.5,26.751
2020-01-29 21:45:00,5.9,47.0,-2.5,1024.0,46.0,8.0,31.788
2020-01-29 22:00:00,6.0,47.0,-2.5,1024.0,46.0,8.3,33.779
2020-01-29 22:15:00,6.0,47.0,-2.5,1024.0,46.0,8.1,31.618
2020-01-29 22:30:00,6.0,47.0,-2.6,1024.0,46.0,8.4,35.579
2020-01-29 22:45:00,6.2,47.0,-2.6,1024.0,46.0,8.7,37.538
2020-01-29 23:00:00,6.2,47.0,-2.7,1024.0,46.0,8.4,33.942
2020-01-29 23:15:00,6.2,47.0,-2.8,1024.0,46.0,7.9,29.843000000000004
2020-01-29 23:30:00,6.1,46.0,-2.9,1024.0,47.0,7.8,28.667
2020-01-29 23:45:00,5.9,46.0,-3.0,1024.0,48.0,7.8,28.199
2020-01-30 00:00:00,6.3,42.0,-2.8,1024.0,48.0,7.5,25.313
2020-01-30 00:15:00,6.2,40.0,-3.0,1024.0,48.0,7.1,22.354
2020-01-30 00:30:00,5.9,39.0,-3.2,1024.0,49.0,6.7,18.657
2020-01-30 00:45:00,5.7,38.0,-3.3,1024.0,49.0,7.0,19.605
2020-01-30 01:00:00,5.4,36.0,-3.5,1024.0,50.0,6.7,18.569000000000006
2020-01-30 01:15:00,5.2,35.0,-3.6,1024.0,50.0,6.4,16.24
2020-01-30 01:30:00,5.1,33.0,-3.7,1024.0,50.0,6.4,17.308
2020-01-30 01:45:00,5.1,30.0,-3.8,1024.0,51.0,6.6,18.031
2020-01-30 02:00:00,5.0,28.0,-3.9,1024.0,51.0,6.4,17.049
2020-01-30 02:15:00,5.0,26.0,-3.9,1024.0,51.0,6.4,16.295
2020-01-30 02:30:00,5.1,24.0,-3.8,1024.0,50.0,6.6,18.065
2020-01-30 02:45:00,5.3,22.0,-3.8,1024.0,49.0,6.0,13.045
2020-01-30 03:00:00,5.4,20.0,-3.7,1024.0,48.0,6.3,16.5
2020-01-30 03:15:00,5.7,21.0,-3.6,1024.0,48.0,7.4,22.549
2020-01-30 03:30:00,6.0,21.0,-3.5,1024.0,47.0,7.7,26.246
2020-01-30 03:45:00,6.2,22.0,-3.4,1023.0,46.0,7.8,28.321
2020-01-30 04:00:00,6.6,21.0,-3.3,1023.0,45.0,8.6,34.997
2020-01-30 04:15:00,6.8,22.0,-3.2,1023.0,45.0,9.3,42.438
2020-01-30 04:30:00,6.9,22.0,-3.1,1023.0,45.0,9.2,42.012
2020-01-30 04:45:00,7.1,22.0,-3.0,1023.0,44.0,9.0,40.201
2020-01-30 05:00:00,7.3,23.0,-2.9,1023.0,44.0,7.8,28.388
2020-01-30 05:15:00,7.4,22.0,-2.9,1023.0,44.0,7.0,20.582
2020-01-30 05:30:00,7.3,23.0,-2.9,1023.0,44.0,6.5,17.274
2020-01-30 05:45:00,7.2,24.0,-3.0,1023.0,45.0,6.3,16.789
2020-01-30 06:00:00,7.1,24.0,-3.0,1023.0,45.0,6.6,17.955
2020-01-30 06:15:00,7.0,24.0,-3.1,1023.0,45.0,6.1,14.33
2020-01-30 06:30:00,6.8,25.0,-3.2,1023.0,45.0,6.7,20.21
2020-01-30 06:45:00,6.5,27.0,-3.4,1024.0,46.0,7.1,20.495
2020-01-30 07:00:00,6.3,29.0,-3.5,1024.0,46.0,7.0,20.827
2020-01-30 07:15:00,6.0,30.0,-3.6,1024.0,46.0,7.7,26.277
2020-01-30 07:30:00,5.7,31.0,-3.5,1024.0,45.0,7.8,26.885
2020-01-30 07:45:00,5.4,32.0,-3.5,1025.0,44.0,7.1,21.583
2020-01-30 08:00:00,5.2,34.0,-3.4,1025.0,43.0,6.1,14.837
2020-01-30 08:15:00,4.8,36.0,-3.2,1025.0,41.0,5.9,13.754
2020-01-30 08:30:00,4.4,36.0,-2.8,1025.0,40.0,5.9,13.7
2020-01-30 08:45:00,4.1,37.0,-2.3,1025.0,38.0,5.1,8.722999999999999
2020-01-30 09:00:00,3.8,37.0,-1.9,1025.0,37.0,4.7,6.045
2020-01-30 09:15:00,3.4,38.0,-1.5,1025.0,35.0,3.5,2.378
2020-01-30 09:30:00,3.2,36.0,-1.0,1025.0,34.0,2.9,1.846
2020-01-30 09:45:00,3.1,36.0,-0.5,1025.0,33.0,2.8,0.6509999999999999
2020-01-30 10:00:00,2.9,34.0,0.0,1025.0,32.0,2.1,0.17600000000000002
2020-01-30 10:15:00,2.7,33.0,0.4,1025.0,31.0,1.8,-0.016
2020-01-30 10:30:00,2.7,33.0,0.8,1025.0,30.0,1.7,-0.182
2020-01-30 10:45:00,2.8,32.0,1.2,1025.0,29.0,1.6,-0.156
2020-01-30 11:00:00,2.8,32.0,1.6,1025.0,28.0,1.4,-0.16399999999999998
2020-01-30 11:15:00,2.7,31.0,2.0,1025.0,27.0,1.2,-0.116
2020-01-30 11:30:00,2.4,30.0,2.3,1025.0,27.0,1.3,-0.138
2020-01-30 11:45:00,2.2,30.0,2.6,1024.0,26.0,1.2,-0.099
2020-01-30 12:00:00,1.9,28.0,2.9,1024.0,26.0,1.7,-0.162
2020-01-30 12:15:00,1.6,27.0,3.1,1024.0,26.0,2.0,0.175
2020-01-30 12:30:00,1.2,20.0,3.2,1024.0,27.0,3.0,1.392
2020-01-30 12:45:00,0.8,7.0,3.3,1024.0,28.0,3.3,2.063
2020-01-30 13:00:00,0.5,349.0,3.4,1024.0,29.0,3.4,2.434
2020-01-30 13:15:00,0.4,284.0,3.5,1024.0,30.0,3.6,2.712
2020-01-30 13:30:00,0.7,262.0,3.5,1024.0,31.0,3.2,1.806
2020-01-30 13:45:00,1.2,246.0,3.5,1023.0,32.0,3.6,2.42
2020-01-30 14:00:00,1.6,240.0,3.5,1023.0,33.0,3.5,2.904
2020-01-30 14:15:00,2.0,237.0,3.5,1023.0,35.0,3.4,2.437
2020-01-30 14:30:00,2.3,236.0,3.4,1023.0,36.0,3.7,3.4330000000000003
2020-01-30 14:45:00,2.7,234.0,3.3,1023.0,38.0,3.7,3.273
2020-01-30 15:00:00,3.0,233.0,3.2,1023.0,39.0,3.6,3.068
2020-01-30 15:15:00,3.2,231.0,3.0,1023.0,42.0,3.8,4.042
2020-01-30 15:30:00,3.3,231.0,2.8,1023.0,45.0,4.3,5.187
2020-01-30 15:45:00,3.5,229.0,2.5,1023.0,48.0,4.3,4.886
2020-01-30 16:00:00,3.6,228.0,2.3,1023.0,51.0,4.7,6.712999999999999
2020-01-30 16:15:00,3.8,227.0,1.9,1023.0,54.0,4.9,7.209
2020-01-30 16:30:00,4.0,226.0,1.3,1023.0,57.0,5.0,7.686
2020-01-30 16:45:00,4.4,225.0,0.8,1023.0,61.0,5.2,8.517000000000001
2020-01-30 17:00:00,4.6,224.0,0.2,1023.0,64.0,4.8,6.787000000000001
2020-01-30 17:15:00,4.9,224.0,-0.2,1023.0,67.0,5.4,9.819
2020-01-30 17:30:00,5.1,225.0,-0.5,1023.0,68.0,5.5,9.942
2020-01-30 17:45:00,5.3,226.0,-0.8,1023.0,70.0,5.6,11.111
2020-01-30 18:00:00,5.5,226.0,-1.1,1023.0,71.0,5.8,13.383
2020-01-30 18:15:00,5.7,228.0,-1.3,1023.0,73.0,5.6,12.521
2020-01-30 18:30:00,5.7,229.0,-1.3,1023.0,74.0,5.5,11.324000000000002
2020-01-30 18:45:00,5.7,230.0,-1.4,1023.0,75.0,5.3,9.614
2020-01-30 19:00:00,5.8,231.0,-1.4,1023.0,76.0,5.1,8.974
2020-01-30 19:15:00,5.7,232.0,-1.5,1023.0,77.0,5.0,8.517000000000001
2020-01-30 19:30:00,5.6,233.0,-1.6,1023.0,78.0,4.7,7.081
2020-01-30 19:45:00,5.6,234.0,-1.7,1023.0,79.0,4.3,5.5760000000000005
2020-01-30 20:00:00,5.5,235.0,-1.8,1023.0,80.0,4.7,6.864
2020-01-30 20:15:00,5.5,235.0,-1.9,1023.0,80.0,4.6,6.6320000000000014
2020-01-30 20:30:00,5.4,236.0,-2.0,1023.0,80.0,4.7,7.349
2020-01-30 20:45:00,5.4,237.0,-2.0,1023.0,81.0,4.9,8.122
2020-01-30 21:00:00,5.3,238.0,-2.1,1023.0,81.0,5.2,9.922
2020-01-30 21:15:00,5.3,238.0,-2.1,1023.0,81.0,5.3,10.467
2020-01-30 21:30:00,5.3,238.0,-2.1,1023.0,81.0,5.4,10.767
2020-01-30 21:45:00,5.3,238.0,-2.2,1023.0,82.0,5.3,11.012
2020-01-30 22:00:00,5.3,238.0,-2.2,1023.0,82.0,4.9,8.799
2020-01-30 22:15:00,5.3,238.0,-2.2,1023.0,82.0,4.8,8.601
2020-01-30 22:30:00,5.4,237.0,-2.3,1023.0,81.0,4.9,8.203
2020-01-30 22:45:00,5.3,237.0,-2.3,1023.0,81.0,4.9,7.864
2020-01-30 23:00:00,5.3,236.0,-2.4,1023.0,80.0,5.0,8.328
2020-01-30 23:15:00,5.4,235.0,-2.4,1023.0,80.0,4.8,8.484
2020-01-30 23:30:00,5.4,234.0,-2.3,1023.0,79.0,5.0,8.978
2020-01-30 23:45:00,5.6,234.0,-2.2,1023.0,79.0,4.8,8.312999999999999
2020-01-31 00:00:00,5.7,220.0,-1.5,1023.0,80.0,4.6,6.376
2020-01-31 00:15:00,5.7,220.0,-1.5,1023.0,80.0,4.5,6.066
2020-01-31 00:30:00,5.8,219.0,-1.5,1023.0,80.0,5.0,7.762
2020-01-31 00:45:00,5.8,219.0,-1.4,1023.0,80.0,4.7,7.112
2020-01-31 01:00:00,5.9,219.0,-1.4,1023.0,80.0,4.9,8.01
2020-01-31 01:15:00,5.9,219.0,-1.4,1023.0,80.0,4.9,7.647
2020-01-31 01:30:00,5.9,219.0,-1.4,1023.0,80.0,4.8,6.811
2020-01-31 01:45:00,5.9,217.0,-1.3,1023.0,81.0,4.7,7.005
2020-01-31 02:00:00,5.9,217.0,-1.3,1023.0,81.0,4.6,6.61
2020-01-31 02:15:00,5.9,217.0,-1.3,1023.0,81.0,4.1,4.518
2020-01-31 02:30:00,5.8,218.0,-1.4,1023.0,81.0,3.9,3.997
2020-01-31 02:45:00,5.8,219.0,-1.4,1023.0,81.0,3.9,3.515
2020-01-31 03:00:00,5.7,219.0,-1.5,1023.0,81.0,3.7,3.035
2020-01-31 03:15:00,5.6,220.0,-1.6,1023.0,81.0,3.7,2.894
2020-01-31 03:30:00,5.5,220.0,-1.7,1023.0,81.0,3.9,3.299
2020-01-31 03:45:00,5.3,220.0,-1.8,1022.0,81.0,3.7,2.997
2020-01-31 04:00:00,5.2,220.0,-1.9,1022.0,81.0,3.6,2.846
2020-01-31 04:15:00,5.1,220.0,-2.0,1022.0,81.0,3.1,1.097
2020-01-31 04:30:00,5.0,220.0,-2.1,1022.0,81.0,2.8,0.703
2020-01-31 04:45:00,4.8,220.0,-2.2,1022.0,82.0,2.9,0.688
2020-01-31 05:00:00,4.7,220.0,-2.3,1022.0,82.0,3.1,0.732
2020-01-31 05:15:00,4.6,221.0,-2.3,1022.0,82.0,2.8,0.337
2020-01-31 05:30:00,4.4,221.0,-2.4,1022.0,81.0,2.6,0.094
2020-01-31 05:45:00,4.3,222.0,-2.4,1022.0,81.0,2.7,0.105
2020-01-31 06:00:00,4.1,223.0,-2.5,1022.0,80.0,2.7,0.044
2020-01-31 06:15:00,4.0,225.0,-2.5,1022.0,80.0,2.4,-0.067
2020-01-31 06:30:00,3.7,227.0,-2.5,1022.0,80.0,2.6,0.005
2020-01-31 06:45:00,3.4,230.0,-2.6,1023.0,79.0,2.0,-0.153
2020-01-31 07:00:00,3.1,233.0,-2.6,1023.0,79.0,1.7,-0.128
2020-01-31 07:15:00,3.0,237.0,-2.6,1023.0,78.0,1.7,-0.121
2020-01-31 07:30:00,2.8,238.0,-2.5,1023.0,76.0,1.8,-0.14300000000000002
2020-01-31 07:45:00,2.6,241.0,-2.4,1023.0,74.0,1.3,-0.13
2020-01-31 08:00:00,2.5,241.0,-2.3,1023.0,72.0,1.3,-0.132
2020-01-31 08:15:00,2.4,242.0,-2.0,1023.0,70.0,0.5,-0.14300000000000002
2020-01-31 08:30:00,2.2,243.0,-1.5,1023.0,68.0,0.5,-0.13699999999999998
2020-01-31 08:45:00,2.2,243.0,-1.0,1023.0,65.0,0.8,-0.162
2020-01-31 09:00:00,2.1,245.0,-0.5,1023.0,63.0,1.0,-0.117
2020-01-31 09:15:00,2.1,245.0,0.0,1023.0,61.0,1.1,-0.135
2020-01-31 09:30:00,2.0,246.0,0.3,1023.0,59.0,1.1,-0.16899999999999998
2020-01-31 09:45:00,2.0,246.0,0.7,1023.0,57.0,1.1,-0.136
2020-01-31 10:00:00,1.8,248.0,1.0,1023.0,55.0,0.7,-0.145
2020-01-31 10:15:00,1.8,248.0,1.4,1023.0,53.0,1.0,-0.115
2020-01-31 10:30:00,1.8,248.0,1.8,1023.0,52.0,1.1,-0.119
2020-01-31 10:45:00,2.0,246.0,2.1,1023.0,50.0,1.5,-0.112
2020-01-31 11:00:00,2.0,246.0,2.5,1023.0,49.0,1.6,-0.141
2020-01-31 11:15:00,2.0,246.0,2.8,1023.0,48.0,2.2,-0.083
2020-01-31 11:30:00,2.0,243.0,3.1,1023.0,48.0,2.8,0.921
2020-01-31 11:45:00,2.0,240.0,3.4,1022.0,47.0,3.2,1.4269999999999998
2020-01-31 12:00:00,2.0,237.0,3.7,1022.0,47.0,3.4,1.815
2020-01-31 12:15:00,2.1,235.0,3.9,1022.0,47.0,3.0,0.983
2020-01-31 12:30:00,2.1,229.0,4.0,1022.0,48.0,3.0,1.111
2020-01-31 12:45:00,2.3,225.0,4.1,1021.0,48.0,2.9,0.8029999999999999
2020-01-31 13:00:00,2.3,220.0,4.2,1021.0,49.0,2.9,0.831
2020-01-31 13:15:00,2.5,217.0,4.3,1021.0,50.0,2.6,0.541
2020-01-31 13:30:00,2.5,214.0,4.2,1021.0,51.0,2.7,0.593
2020-01-31 13:45:00,2.6,209.0,4.1,1020.0,53.0,3.2,1.161
2020-01-31 14:00:00,2.7,207.0,4.0,1020.0,54.0,3.1,1.165
2020-01-31 14:15:00,2.8,203.0,3.9,1020.0,56.0,3.0,0.8
2020-01-31 14:30:00,2.9,200.0,3.8,1020.0,57.0,2.8,0.5329999999999999
2020-01-31 14:45:00,3.0,197.0,3.6,1020.0,58.0,2.7,0.334
2020-01-31 15:00:00,3.1,195.0,3.5,1020.0,59.0,2.7,0.527
2020-01-31 15:15:00,3.3,196.0,3.3,1020.0,61.0,2.9,0.7509999999999999
2020-01-31 15:30:00,3.4,197.0,3.0,1020.0,64.0,3.0,0.752
2020-01-31 15:45:00,3.7,197.0,2.7,1020.0,66.0,3.2,1.435
2020-01-31 16:00:00,3.8,198.0,2.4,1020.0,69.0,3.1,1.4
2020-01-31 16:15:00,3.9,201.0,2.0,1020.0,71.0,3.0,1.043
2020-01-31 16:30:00,3.9,206.0,1.5,1020.0,74.0,2.8,0.51
2020-01-31 16:45:00,3.8,210.0,0.9,1020.0,76.0,3.2,1.052
2020-01-31 17:00:00,3.9,215.0,0.4,1020.0,79.0,3.4,1.906
2020-01-31 17:15:00,3.9,218.0,-0.1,1020.0,80.0,4.2,4.1530000000000005
2020-01-31 17:30:00,4.0,222.0,-0.5,1020.0,81.0,4.0,3.837
2020-01-31 17:45:00,4.1,225.0,-0.8,1021.0,81.0,4.2,4.583
2020-01-31 18:00:00,4.3,229.0,-1.2,1021.0,82.0,4.0,4.2860000000000005
2020-01-31 18:15:00,4.4,233.0,-1.3,1021.0,82.0,4.0,3.71
2020-01-31 18:30:00,4.5,237.0,-1.2,1021.0,82.0,4.4,5.37
2020-01-31 18:45:00,4.8,241.0,-1.0,1021.0,81.0,4.7,7.311
2020-01-31 19:00:00,5.0,244.0,-0.9,1021.0,81.0,4.5,6.4460000000000015
2020-01-31 19:15:00,5.2,248.0,-0.8,1021.0,81.0,4.6,5.555
2020-01-31 19:30:00,5.2,253.0,-0.8,1021.0,81.0,4.7,6.395
2020-01-31 19:45:00,5.3,258.0,-0.9,1022.0,81.0,4.7,7.331
2020-01-31 20:00:00,5.4,263.0,-0.9,1022.0,81.0,5.2,8.868
2020-01-31 20:15:00,5.5,267.0,-0.9,1022.0,81.0,5.2,9.723
2020-01-31 20:30:00,5.4,271.0,-1.0,1022.0,81.0,4.7,7.585
2020-01-31 20:45:00,5.4,275.0,-1.1,1022.0,82.0,3.0,0.799
2020-01-31 21:00:00,5.4,281.0,-1.2,1022.0,82.0,3.8,3.109
2020-01-31 21:15:00,5.4,285.0,-1.3,1022.0,82.0,4.4,4.651
2020-01-31 21:30:00,5.3,291.0,-1.4,1022.0,82.0,4.6,6.223
2020-01-31 21:45:00,5.3,296.0,-1.5,1023.0,81.0,4.9,7.678
2020-01-31 22:00:00,5.4,301.0,-1.6,1023.0,81.0,4.9,7.425
2020-01-31 22:15:00,5.4,306.0,-1.6,1023.0,81.0,4.3,4.709
